empresa;descrição;cidade;protocolo;created_at;status_os;data_encerramento_prot;Nome do Técnico;OLT;Regional;Motivo;Motivo da Pendência;Turno;aging_dias
Conecta+;Troca de Tecnologia;Campinas;20266854884;16/02/2026 11:07:03;Pendente;17/02/2026 03:07:03;Carlos Santos;OLT-ZTE-1;Campinas;Troca de Tecnologia;Equipamento Defeituoso;Tarde;2
Horizon Telecom;Reparo de Fibra;Paulínia;20261129549;13/02/2026 07:31:03;Pendente;13/02/2026 16:31:03;Maria Oliveira;OLT-ZTE-1;Paulínia;Reparo de Fibra;Chuva Forte/Segurança;Tarde;5
FiberTech;Instalação Nova;Paulínia;20268736007;16/02/2026 22:07:03;Pendente;17/02/2026 13:07:03;Ana Souza;OLT-HUAWEI-8;Paulínia;Instalação Nova;Chuva Forte/Segurança;Manhã;1
Horizon Telecom;Mudança de Endereço;Paulínia;20263933527;17/02/2026 06:15:03;Pendente;17/02/2026 10:15:03;Kevyn Ferrezin;OLT-HUAWEI-5;Paulínia;Mudança de Endereço;Falta de Tempo/Janela;Manhã;1
Conecta+;Instalação Nova;Hortolândia;20262349174;15/02/2026 01:34:03;Pendente;15/02/2026 14:34:03;Kevyn Ferrezin;OLT-HUAWEI-8;Hortolândia;Instalação Nova;Falta de Tempo/Janela;Manhã;3
Horizon Telecom;Suporte Wi-Fi;Campinas;20265698852;03/02/2026 06:43:03;Pendente;03/02/2026 23:43:03;Carlos Santos;OLT-NOKIA-5;Campinas;Suporte Wi-Fi;Equipamento Defeituoso;Tarde;15
FiberTech;Instalação Nova;Sumaré;20264574347;07/02/2026 16:38:03;Pendente;07/02/2026 18:38:03;Kevyn Ferrezin;OLT-HUAWEI-4;Sumaré;Instalação Nova;Dificuldade Técnica (Poste/Tubulação);Manhã;11
Horizon Telecom;Mudança de Endereço;Americana;20269284509;18/02/2026 00:36:03;Pendente;18/02/2026 19:36:03;Carlos Santos;OLT-HUAWEI-10;Americana;Mudança de Endereço;Falta de Tempo/Janela;Tarde;0
Horizon Telecom;Mudança de Endereço;Valinhos;20262778607;13/02/2026 16:25:03;Pendente;14/02/2026 06:25:03;Maria Oliveira;OLT-ZTE-9;Valinhos;Mudança de Endereço;Falta de Tempo/Janela;Tarde;5
FiberTech;Instalação Nova;Americana;20267710654;18/02/2026 01:50:03;Pendente;18/02/2026 10:50:03;Kevyn Ferrezin;OLT-NOKIA-5;Americana;Instalação Nova;Cliente Ausente;Manhã;0
Horizon Telecom;Troca de Tecnologia;Americana;20262945407;17/02/2026 08:29:03;Pendente;17/02/2026 13:29:03;Kevyn Ferrezin;OLT-ZTE-3;Americana;Troca de Tecnologia;Chuva Forte/Segurança;Tarde;1
Horizon Telecom;Troca de Tecnologia;Americana;20263407260;15/02/2026 01:29:03;Pendente;15/02/2026 21:29:03;Kevyn Ferrezin;OLT-HUAWEI-10;Americana;Troca de Tecnologia;Falta de Tempo/Janela;Manhã;3
Horizon Telecom;Mudança de Endereço;Campinas;20265721917;16/02/2026 08:12:03;Pendente;17/02/2026 06:12:03;Kevyn Ferrezin;OLT-HUAWEI-3;Campinas;Mudança de Endereço;Falta de Tempo/Janela;Tarde;2
FiberTech;Troca de Tecnologia;Valinhos;20267945307;18/02/2026 11:42:03;Pendente;18/02/2026 21:50:03;Kevyn Ferrezin;OLT-HUAWEI-4;Valinhos;Troca de Tecnologia;Chuva Forte/Segurança;Tarde;0
Horizon Telecom;Instalação Nova;Americana;20267961960;18/02/2026 00:17:03;Pendente;18/02/2026 15:17:03;Carlos Santos;OLT-NOKIA-4;Americana;Instalação Nova;Cliente Ausente;Tarde;0
Horizon Telecom;Instalação Nova;Valinhos;20269351650;17/02/2026 17:30:03;Pendente;18/02/2026 05:30:03;João Silva;OLT-NOKIA-5;Valinhos;Instalação Nova;Chuva Forte/Segurança;Manhã;1
FiberTech;Instalação Nova;Sumaré;20266018945;17/02/2026 09:27:03;Pendente;17/02/2026 13:27:03;Maria Oliveira;OLT-HUAWEI-5;Sumaré;Instalação Nova;Chuva Forte/Segurança;Manhã;1
FiberTech;Mudança de Endereço;Hortolândia;20266216661;17/02/2026 18:11:03;Pendente;18/02/2026 14:11:03;Ana Souza;OLT-ZTE-6;Hortolândia;Mudança de Endereço;Chuva Forte/Segurança;Tarde;1
Conecta+;Mudança de Endereço;Campinas;20268848571;17/02/2026 05:30:03;Pendente;18/02/2026 02:30:03;Kevyn Ferrezin;OLT-HUAWEI-1;Campinas;Mudança de Endereço;Chuva Forte/Segurança;Manhã;1
Horizon Telecom;Troca de Tecnologia;Campinas;20261497589;17/02/2026 23:45:03;Pendente;18/02/2026 08:45:03;Kevyn Ferrezin;OLT-ZTE-2;Campinas;Troca de Tecnologia;Equipamento Defeituoso;Tarde;0
Horizon Telecom;Troca de Tecnologia;Paulínia;20262681325;14/02/2026 10:43:03;Pendente;15/02/2026 08:43:03;Kevyn Ferrezin;OLT-NOKIA-8;Paulínia;Troca de Tecnologia;Equipamento Defeituoso;Manhã;4
FiberTech;Suporte Wi-Fi;Hortolândia;20269310708;17/02/2026 08:35:03;Pendente;18/02/2026 02:35:03;Carlos Santos;OLT-HUAWEI-5;Hortolândia;Suporte Wi-Fi;Equipamento Defeituoso;Tarde;1
FiberTech;Instalação Nova;Sumaré;20265312981;15/02/2026 07:27:03;Pendente;15/02/2026 19:27:03;Kevyn Ferrezin;OLT-ZTE-8;Sumaré;Instalação Nova;Equipamento Defeituoso;Manhã;3
Horizon Telecom;Troca de Tecnologia;Valinhos;20267049859;16/02/2026 23:17:03;Pendente;17/02/2026 21:17:03;João Silva;OLT-ZTE-9;Valinhos;Troca de Tecnologia;Dificuldade Técnica (Poste/Tubulação);Manhã;1
Horizon Telecom;Mudança de Endereço;Campinas;20267325334;14/02/2026 05:50:03;Pendente;14/02/2026 17:50:03;João Silva;OLT-ZTE-8;Campinas;Mudança de Endereço;Falta de Tempo/Janela;Tarde;4
Conecta+;Mudança de Endereço;Campinas;20266350401;16/02/2026 01:04:03;Pendente;16/02/2026 16:04:03;Ana Souza;OLT-HUAWEI-1;Campinas;Mudança de Endereço;Cliente Ausente;Tarde;2
Horizon Telecom;Mudança de Endereço;Paulínia;20265946848;04/02/2026 22:12:03;Pendente;05/02/2026 07:12:03;Ana Souza;OLT-NOKIA-10;Paulínia;Mudança de Endereço;Cliente Ausente;Tarde;13
FiberTech;Instalação Nova;Americana;20269776583;18/02/2026 08:41:03;Pendente;18/02/2026 10:41:03;Carlos Santos;OLT-ZTE-5;Americana;Instalação Nova;Chuva Forte/Segurança;Tarde;0
FiberTech;Suporte Wi-Fi;Sumaré;20264158434;13/02/2026 13:59:03;Pendente;13/02/2026 23:59:03;Carlos Santos;OLT-HUAWEI-5;Sumaré;Suporte Wi-Fi;Equipamento Defeituoso;Tarde;5
Conecta+;Mudança de Endereço;Valinhos;20267226785;16/02/2026 09:38:03;Pendente;17/02/2026 07:38:03;João Silva;OLT-NOKIA-9;Valinhos;Mudança de Endereço;Dificuldade Técnica (Poste/Tubulação);Tarde;2
Conecta+;Mudança de Endereço;Americana;20263059579;06/02/2026 02:05:03;Pendente;06/02/2026 08:05:03;Ana Souza;OLT-ZTE-1;Americana;Mudança de Endereço;Chuva Forte/Segurança;Manhã;12
Conecta+;Instalação Nova;Americana;20262041445;18/02/2026 05:27:03;Pendente;18/02/2026 21:50:03;Ana Souza;OLT-ZTE-7;Americana;Instalação Nova;Chuva Forte/Segurança;Tarde;0
Horizon Telecom;Reparo de Fibra;Valinhos;20262055954;14/02/2026 03:27:03;Pendente;14/02/2026 22:27:03;Ana Souza;OLT-ZTE-7;Valinhos;Reparo de Fibra;Chuva Forte/Segurança;Manhã;4
Conecta+;Mudança de Endereço;Valinhos;20264565117;16/02/2026 07:14:03;Pendente;16/02/2026 18:14:03;Carlos Santos;OLT-ZTE-5;Valinhos;Mudança de Endereço;Chuva Forte/Segurança;Tarde;2
FiberTech;Suporte Wi-Fi;Valinhos;20263490119;16/02/2026 13:47:03;Pendente;17/02/2026 00:47:03;Kevyn Ferrezin;OLT-NOKIA-6;Valinhos;Suporte Wi-Fi;Chuva Forte/Segurança;Tarde;2
FiberTech;Instalação Nova;Hortolândia;20267203943;17/02/2026 21:48:03;Pendente;18/02/2026 01:48:03;Ana Souza;OLT-ZTE-10;Hortolândia;Instalação Nova;Chuva Forte/Segurança;Tarde;1
Conecta+;Suporte Wi-Fi;Hortolândia;20262278345;17/02/2026 13:12:03;Pendente;17/02/2026 15:12:03;Maria Oliveira;OLT-HUAWEI-4;Hortolândia;Suporte Wi-Fi;Dificuldade Técnica (Poste/Tubulação);Tarde;1
FiberTech;Reparo de Fibra;Valinhos;20266914333;18/02/2026 01:42:03;Pendente;18/02/2026 19:42:03;Kevyn Ferrezin;OLT-HUAWEI-9;Valinhos;Reparo de Fibra;Cliente Ausente;Tarde;0
FiberTech;Mudança de Endereço;Valinhos;20266591832;13/02/2026 16:11:03;Pendente;14/02/2026 06:11:03;Ana Souza;OLT-NOKIA-10;Valinhos;Mudança de Endereço;Equipamento Defeituoso;Tarde;5
FiberTech;Mudança de Endereço;Paulínia;20263447651;18/02/2026 11:04:03;Pendente;18/02/2026 18:04:03;Ana Souza;OLT-HUAWEI-3;Paulínia;Mudança de Endereço;Dificuldade Técnica (Poste/Tubulação);Tarde;0
Conecta+;Reparo de Fibra;Campinas;20264981646;17/02/2026 22:54:03;Pendente;18/02/2026 10:54:03;Maria Oliveira;OLT-HUAWEI-9;Campinas;Reparo de Fibra;Falta de Tempo/Janela;Manhã;0
FiberTech;Mudança de Endereço;Campinas;20261400753;17/02/2026 05:38:03;Pendente;17/02/2026 23:38:03;Ana Souza;OLT-HUAWEI-2;Campinas;Mudança de Endereço;Cliente Ausente;Tarde;1
FiberTech;Troca de Tecnologia;Hortolândia;20267572030;18/02/2026 02:30:03;Pendente;18/02/2026 06:30:03;Carlos Santos;OLT-ZTE-7;Hortolândia;Troca de Tecnologia;Dificuldade Técnica (Poste/Tubulação);Tarde;0
FiberTech;Suporte Wi-Fi;Americana;20267832420;16/02/2026 10:13:03;Pendente;17/02/2026 06:13:03;Ana Souza;OLT-ZTE-1;Americana;Suporte Wi-Fi;Equipamento Defeituoso;Manhã;2
Conecta+;Reparo de Fibra;Paulínia;20267927798;16/02/2026 19:52:03;Pendente;17/02/2026 00:52:03;Carlos Santos;OLT-HUAWEI-10;Paulínia;Reparo de Fibra;Cliente Ausente;Manhã;2
Conecta+;Troca de Tecnologia;Sumaré;20268162969;18/02/2026 09:54:03;Pendente;18/02/2026 12:54:03;Kevyn Ferrezin;OLT-ZTE-5;Sumaré;Troca de Tecnologia;Cliente Ausente;Manhã;0
Horizon Telecom;Suporte Wi-Fi;Sumaré;20265054941;16/02/2026 17:18:03;Pendente;17/02/2026 06:18:03;Ana Souza;OLT-HUAWEI-5;Sumaré;Suporte Wi-Fi;Cliente Ausente;Manhã;2
Conecta+;Instalação Nova;Campinas;20268963164;18/02/2026 10:30:03;Pendente;18/02/2026 19:30:03;Carlos Santos;OLT-ZTE-6;Campinas;Instalação Nova;Chuva Forte/Segurança;Tarde;0
Horizon Telecom;Mudança de Endereço;Americana;20265870428;17/02/2026 20:51:03;Pendente;17/02/2026 23:51:03;Maria Oliveira;OLT-HUAWEI-5;Americana;Mudança de Endereço;Cliente Ausente;Manhã;1
FiberTech;Instalação Nova;Paulínia;20261381637;17/02/2026 18:59:03;Pendente;18/02/2026 07:59:03;Carlos Santos;OLT-NOKIA-6;Paulínia;Instalação Nova;Equipamento Defeituoso;Tarde;1
Horizon Telecom;Mudança de Endereço;Americana;20261123560;17/02/2026 13:44:03;Pendente;18/02/2026 05:44:03;Maria Oliveira;OLT-NOKIA-9;Americana;Mudança de Endereço;Cliente Ausente;Tarde;1
FiberTech;Instalação Nova;Sumaré;20268377515;16/02/2026 10:27:03;Pendente;16/02/2026 19:27:03;João Silva;OLT-NOKIA-10;Sumaré;Instalação Nova;Chuva Forte/Segurança;Manhã;2
Conecta+;Suporte Wi-Fi;Sumaré;20264336191;17/02/2026 17:30:03;Pendente;18/02/2026 08:30:03;João Silva;OLT-NOKIA-7;Sumaré;Suporte Wi-Fi;Falta de Tempo/Janela;Manhã;1
Conecta+;Instalação Nova;Sumaré;20263989378;13/02/2026 06:13:03;Pendente;13/02/2026 10:13:03;Ana Souza;OLT-NOKIA-8;Sumaré;Instalação Nova;Falta de Tempo/Janela;Manhã;5
Conecta+;Mudança de Endereço;Paulínia;20267092699;18/02/2026 16:28:03;Pendente;18/02/2026 21:28:03;João Silva;OLT-ZTE-7;Paulínia;Mudança de Endereço;Dificuldade Técnica (Poste/Tubulação);Manhã;0
Conecta+;Troca de Tecnologia;Valinhos;20268171458;18/02/2026 04:59:03;Pendente;18/02/2026 15:59:03;Ana Souza;OLT-HUAWEI-3;Valinhos;Troca de Tecnologia;Chuva Forte/Segurança;Tarde;0
Horizon Telecom;Troca de Tecnologia;Sumaré;20267127346;16/02/2026 11:00:03;Pendente;16/02/2026 19:00:03;Kevyn Ferrezin;OLT-NOKIA-8;Sumaré;Troca de Tecnologia;Falta de Tempo/Janela;Manhã;2
FiberTech;Suporte Wi-Fi;Valinhos;20265858791;18/02/2026 11:58:03;Pendente;18/02/2026 17:58:03;Kevyn Ferrezin;OLT-ZTE-1;Valinhos;Suporte Wi-Fi;Falta de Tempo/Janela;Manhã;0
FiberTech;Instalação Nova;Americana;20265683991;15/02/2026 00:22:03;Pendente;15/02/2026 14:22:03;Maria Oliveira;OLT-NOKIA-10;Americana;Instalação Nova;Dificuldade Técnica (Poste/Tubulação);Tarde;3
Conecta+;Troca de Tecnologia;Hortolândia;20269666122;17/02/2026 00:26:03;Pendente;17/02/2026 02:26:03;Carlos Santos;OLT-NOKIA-7;Hortolândia;Troca de Tecnologia;Dificuldade Técnica (Poste/Tubulação);Manhã;1
Conecta+;Reparo de Fibra;Valinhos;20263991055;11/02/2026 02:03:03;Pendente;12/02/2026 01:03:03;Carlos Santos;OLT-HUAWEI-4;Valinhos;Reparo de Fibra;Cliente Ausente;Tarde;7
Horizon Telecom;Troca de Tecnologia;Americana;20267446679;16/02/2026 08:17:03;Pendente;17/02/2026 04:17:03;Maria Oliveira;OLT-HUAWEI-8;Americana;Troca de Tecnologia;Cliente Ausente;Tarde;2
Conecta+;Mudança de Endereço;Sumaré;20267436555;17/02/2026 07:06:03;Pendente;17/02/2026 16:06:03;João Silva;OLT-ZTE-7;Sumaré;Mudança de Endereço;Chuva Forte/Segurança;Manhã;1
Horizon Telecom;Mudança de Endereço;Valinhos;20266595018;16/02/2026 03:49:03;Pendente;16/02/2026 22:49:03;João Silva;OLT-HUAWEI-5;Valinhos;Mudança de Endereço;Dificuldade Técnica (Poste/Tubulação);Tarde;2
Horizon Telecom;Reparo de Fibra;Valinhos;20267673073;04/02/2026 22:11:03;Pendente;05/02/2026 05:11:03;Carlos Santos;OLT-ZTE-5;Valinhos;Reparo de Fibra;Dificuldade Técnica (Poste/Tubulação);Manhã;13
FiberTech;Troca de Tecnologia;Campinas;20269560599;07/02/2026 07:09:03;Pendente;07/02/2026 23:09:03;Kevyn Ferrezin;OLT-NOKIA-5;Campinas;Troca de Tecnologia;Falta de Tempo/Janela;Manhã;11
Horizon Telecom;Reparo de Fibra;Americana;20267491042;06/02/2026 18:29:03;Pendente;07/02/2026 15:29:03;Maria Oliveira;OLT-ZTE-1;Americana;Reparo de Fibra;Chuva Forte/Segurança;Tarde;12
Horizon Telecom;Instalação Nova;Hortolândia;20262122960;16/02/2026 19:07:03;Pendente;17/02/2026 18:07:03;Kevyn Ferrezin;OLT-ZTE-8;Hortolândia;Instalação Nova;Dificuldade Técnica (Poste/Tubulação);Manhã;2
Conecta+;Instalação Nova;Valinhos;20264041728;18/02/2026 13:49:03;Pendente;18/02/2026 21:50:03;Ana Souza;OLT-NOKIA-5;Valinhos;Instalação Nova;Dificuldade Técnica (Poste/Tubulação);Manhã;0
Horizon Telecom;Suporte Wi-Fi;Americana;20267038991;18/02/2026 19:33:03;Pendente;18/02/2026 21:50:03;João Silva;OLT-ZTE-7;Americana;Suporte Wi-Fi;Equipamento Defeituoso;Manhã;0
Conecta+;Mudança de Endereço;Sumaré;20267385557;03/02/2026 12:44:03;Pendente;03/02/2026 23:44:03;Kevyn Ferrezin;OLT-HUAWEI-4;Sumaré;Mudança de Endereço;Cliente Ausente;Tarde;15
FiberTech;Instalação Nova;Paulínia;20269858744;16/02/2026 23:55:03;Pendente;17/02/2026 14:55:03;João Silva;OLT-HUAWEI-10;Paulínia;Instalação Nova;Cliente Ausente;Tarde;1
FiberTech;Instalação Nova;Valinhos;20264731370;16/02/2026 12:23:03;Pendente;16/02/2026 17:23:03;Maria Oliveira;OLT-NOKIA-10;Valinhos;Instalação Nova;Falta de Tempo/Janela;Tarde;2
Horizon Telecom;Instalação Nova;Americana;20262502029;12/02/2026 01:13:03;Pendente;12/02/2026 21:13:03;Kevyn Ferrezin;OLT-HUAWEI-3;Americana;Instalação Nova;Chuva Forte/Segurança;Tarde;6
FiberTech;Mudança de Endereço;Sumaré;20264949108;18/02/2026 03:14:03;Pendente;18/02/2026 18:14:03;João Silva;OLT-HUAWEI-5;Sumaré;Mudança de Endereço;Chuva Forte/Segurança;Manhã;0
FiberTech;Reparo de Fibra;Campinas;20264390764;15/02/2026 22:54:03;Pendente;16/02/2026 06:54:03;João Silva;OLT-ZTE-4;Campinas;Reparo de Fibra;Falta de Tempo/Janela;Manhã;2
FiberTech;Mudança de Endereço;Hortolândia;20268742527;05/02/2026 19:02:03;Pendente;06/02/2026 11:02:03;João Silva;OLT-HUAWEI-3;Hortolândia;Mudança de Endereço;Chuva Forte/Segurança;Manhã;13
FiberTech;Troca de Tecnologia;Americana;20264808245;16/02/2026 10:11:03;Pendente;17/02/2026 02:11:03;Carlos Santos;OLT-HUAWEI-8;Americana;Troca de Tecnologia;Cliente Ausente;Tarde;2
FiberTech;Troca de Tecnologia;Hortolândia;20264203363;17/02/2026 14:00:03;Pendente;17/02/2026 23:00:03;Carlos Santos;OLT-HUAWEI-9;Hortolândia;Troca de Tecnologia;Falta de Tempo/Janela;Tarde;1
Conecta+;Troca de Tecnologia;Valinhos;20265461899;17/02/2026 11:40:03;Pendente;18/02/2026 04:40:03;Maria Oliveira;OLT-ZTE-6;Valinhos;Troca de Tecnologia;Dificuldade Técnica (Poste/Tubulação);Manhã;1
Horizon Telecom;Troca de Tecnologia;Sumaré;20261430896;13/02/2026 22:52:03;Pendente;14/02/2026 03:52:03;Maria Oliveira;OLT-HUAWEI-8;Sumaré;Troca de Tecnologia;Falta de Tempo/Janela;Tarde;4
Conecta+;Mudança de Endereço;Valinhos;20269603816;18/02/2026 07:06:03;Pendente;18/02/2026 21:50:03;Kevyn Ferrezin;OLT-NOKIA-8;Valinhos;Mudança de Endereço;Falta de Tempo/Janela;Tarde;0
Horizon Telecom;Troca de Tecnologia;Sumaré;20262910987;17/02/2026 04:34:03;Pendente;17/02/2026 18:34:03;Ana Souza;OLT-NOKIA-3;Sumaré;Troca de Tecnologia;Dificuldade Técnica (Poste/Tubulação);Tarde;1
Conecta+;Reparo de Fibra;Sumaré;20267068643;15/02/2026 19:31:03;Pendente;16/02/2026 19:31:03;Kevyn Ferrezin;OLT-ZTE-6;Sumaré;Reparo de Fibra;Chuva Forte/Segurança;Manhã;3
Conecta+;Reparo de Fibra;Campinas;20268961768;16/02/2026 16:13:03;Pendente;16/02/2026 21:13:03;Ana Souza;OLT-ZTE-4;Campinas;Reparo de Fibra;Chuva Forte/Segurança;Tarde;2
Horizon Telecom;Troca de Tecnologia;Valinhos;20267823550;08/02/2026 10:05:03;Pendente;09/02/2026 07:05:03;Carlos Santos;OLT-NOKIA-5;Valinhos;Troca de Tecnologia;Dificuldade Técnica (Poste/Tubulação);Manhã;10
Conecta+;Troca de Tecnologia;Valinhos;20267512926;18/02/2026 05:38:03;Pendente;18/02/2026 18:38:03;João Silva;OLT-ZTE-5;Valinhos;Troca de Tecnologia;Chuva Forte/Segurança;Tarde;0
FiberTech;Mudança de Endereço;Paulínia;20266931255;13/02/2026 19:34:03;Pendente;13/02/2026 22:34:03;Ana Souza;OLT-HUAWEI-1;Paulínia;Mudança de Endereço;Equipamento Defeituoso;Manhã;5
FiberTech;Troca de Tecnologia;Campinas;20264248607;18/02/2026 17:17:03;Pendente;18/02/2026 21:50:03;Kevyn Ferrezin;OLT-HUAWEI-8;Campinas;Troca de Tecnologia;Chuva Forte/Segurança;Tarde;0
Conecta+;Mudança de Endereço;Valinhos;20265428824;14/02/2026 18:09:03;Pendente;15/02/2026 04:09:03;João Silva;OLT-HUAWEI-1;Valinhos;Mudança de Endereço;Dificuldade Técnica (Poste/Tubulação);Tarde;4
Horizon Telecom;Instalação Nova;Campinas;20269396681;16/02/2026 01:13:03;Pendente;16/02/2026 10:13:03;Maria Oliveira;OLT-ZTE-7;Campinas;Instalação Nova;Cliente Ausente;Tarde;2
Horizon Telecom;Instalação Nova;Valinhos;20266173883;14/02/2026 01:08:03;Pendente;14/02/2026 04:08:03;Kevyn Ferrezin;OLT-NOKIA-1;Valinhos;Instalação Nova;Falta de Tempo/Janela;Manhã;4
Conecta+;Troca de Tecnologia;Hortolândia;20266270660;09/02/2026 05:17:03;Pendente;10/02/2026 05:17:03;Kevyn Ferrezin;OLT-HUAWEI-8;Hortolândia;Troca de Tecnologia;Chuva Forte/Segurança;Manhã;9
Conecta+;Mudança de Endereço;Hortolândia;20263283595;09/02/2026 16:51:03;Pendente;10/02/2026 05:51:03;João Silva;OLT-HUAWEI-2;Hortolândia;Mudança de Endereço;Falta de Tempo/Janela;Manhã;9
Horizon Telecom;Instalação Nova;Campinas;20262819651;15/02/2026 13:04:03;Pendente;16/02/2026 10:04:03;Ana Souza;OLT-HUAWEI-3;Campinas;Instalação Nova;Dificuldade Técnica (Poste/Tubulação);Manhã;3
FiberTech;Troca de Tecnologia;Paulínia;20263301266;14/02/2026 03:58:03;Pendente;14/02/2026 14:58:03;Kevyn Ferrezin;OLT-HUAWEI-9;Paulínia;Troca de Tecnologia;Chuva Forte/Segurança;Tarde;4
FiberTech;Reparo de Fibra;Sumaré;20262436838;17/02/2026 06:22:03;Pendente;17/02/2026 23:22:03;Maria Oliveira;OLT-HUAWEI-5;Sumaré;Reparo de Fibra;Falta de Tempo/Janela;Manhã;1
Horizon Telecom;Troca de Tecnologia;Valinhos;20265622918;15/02/2026 14:41:03;Pendente;16/02/2026 06:41:03;Maria Oliveira;OLT-ZTE-6;Valinhos;Troca de Tecnologia;Equipamento Defeituoso;Manhã;3
FiberTech;Suporte Wi-Fi;Sumaré;20265610672;17/02/2026 10:23:03;Pendente;18/02/2026 05:23:03;Ana Souza;OLT-ZTE-4;Sumaré;Suporte Wi-Fi;Equipamento Defeituoso;Tarde;1
FiberTech;Suporte Wi-Fi;Americana;20265134203;17/02/2026 08:15:03;Pendente;17/02/2026 21:15:03;Carlos Santos;OLT-NOKIA-6;Americana;Suporte Wi-Fi;Chuva Forte/Segurança;Tarde;1
Horizon Telecom;Reparo de Fibra;Paulínia;20267352452;15/02/2026 23:45:03;Pendente;16/02/2026 19:45:03;Carlos Santos;OLT-NOKIA-2;Paulínia;Reparo de Fibra;Equipamento Defeituoso;Manhã;2
FiberTech;Reparo de Fibra;Campinas;20267491495;18/02/2026 08:39:03;Pendente;18/02/2026 13:39:03;Kevyn Ferrezin;OLT-NOKIA-3;Campinas;Reparo de Fibra;Chuva Forte/Segurança;Tarde;0
FiberTech;Reparo de Fibra;Valinhos;20266320366;18/02/2026 15:23:03;Pendente;18/02/2026 21:50:03;João Silva;OLT-ZTE-6;Valinhos;Reparo de Fibra;Equipamento Defeituoso;Manhã;0
Conecta+;Troca de Tecnologia;Campinas;20265695148;04/02/2026 08:19:03;Pendente;04/02/2026 18:19:03;Kevyn Ferrezin;OLT-ZTE-6;Campinas;Troca de Tecnologia;Falta de Tempo/Janela;Manhã;14
FiberTech;Reparo de Fibra;Sumaré;20265507550;16/02/2026 01:44:03;Pendente;16/02/2026 18:44:03;Carlos Santos;OLT-HUAWEI-7;Sumaré;Reparo de Fibra;Falta de Tempo/Janela;Manhã;2
Conecta+;Suporte Wi-Fi;Sumaré;20263413467;17/02/2026 10:23:03;Pendente;18/02/2026 05:23:03;Ana Souza;OLT-ZTE-2;Sumaré;Suporte Wi-Fi;Cliente Ausente;Tarde;1
Conecta+;Instalação Nova;Valinhos;20263716199;16/02/2026 23:09:03;Pendente;17/02/2026 01:09:03;Carlos Santos;OLT-ZTE-8;Valinhos;Instalação Nova;Chuva Forte/Segurança;Tarde;1
Conecta+;Reparo de Fibra;Sumaré;20265662462;16/02/2026 16:56:03;Pendente;16/02/2026 21:56:03;Ana Souza;OLT-NOKIA-7;Sumaré;Reparo de Fibra;Equipamento Defeituoso;Tarde;2
Conecta+;Reparo de Fibra;Valinhos;20269518349;15/02/2026 23:51:03;Pendente;16/02/2026 23:51:03;Kevyn Ferrezin;OLT-ZTE-4;Valinhos;Reparo de Fibra;Equipamento Defeituoso;Tarde;2
Horizon Telecom;Mudança de Endereço;Campinas;20265485022;13/02/2026 16:57:03;Pendente;14/02/2026 00:57:03;João Silva;OLT-HUAWEI-4;Campinas;Mudança de Endereço;Falta de Tempo/Janela;Tarde;5
Conecta+;Instalação Nova;Americana;20267987993;13/02/2026 04:24:03;Pendente;13/02/2026 23:24:03;Kevyn Ferrezin;OLT-ZTE-8;Americana;Instalação Nova;Falta de Tempo/Janela;Manhã;5
Horizon Telecom;Suporte Wi-Fi;Valinhos;20267574423;17/02/2026 09:08:03;Pendente;18/02/2026 07:08:03;Kevyn Ferrezin;OLT-NOKIA-7;Valinhos;Suporte Wi-Fi;Dificuldade Técnica (Poste/Tubulação);Manhã;1
FiberTech;Mudança de Endereço;Paulínia;20267783384;16/02/2026 06:59:03;Pendente;16/02/2026 19:59:03;Maria Oliveira;OLT-NOKIA-10;Paulínia;Mudança de Endereço;Dificuldade Técnica (Poste/Tubulação);Manhã;2
FiberTech;Instalação Nova;Hortolândia;20268435393;15/02/2026 22:53:03;Pendente;16/02/2026 05:53:03;Ana Souza;OLT-NOKIA-7;Hortolândia;Instalação Nova;Dificuldade Técnica (Poste/Tubulação);Manhã;2
FiberTech;Reparo de Fibra;Americana;20268105094;18/02/2026 11:35:03;Pendente;18/02/2026 21:50:03;Kevyn Ferrezin;OLT-NOKIA-1;Americana;Reparo de Fibra;Falta de Tempo/Janela;Tarde;0
Horizon Telecom;Reparo de Fibra;Americana;20261379668;17/02/2026 14:28:03;Pendente;17/02/2026 17:28:03;Kevyn Ferrezin;OLT-NOKIA-5;Americana;Reparo de Fibra;Falta de Tempo/Janela;Manhã;1
FiberTech;Troca de Tecnologia;Campinas;20263274849;17/02/2026 13:58:03;Pendente;18/02/2026 05:58:03;Kevyn Ferrezin;OLT-ZTE-3;Campinas;Troca de Tecnologia;Falta de Tempo/Janela;Manhã;1
Horizon Telecom;Troca de Tecnologia;Americana;20261608310;16/02/2026 19:30:03;Pendente;17/02/2026 12:30:03;Kevyn Ferrezin;OLT-NOKIA-4;Americana;Troca de Tecnologia;Dificuldade Técnica (Poste/Tubulação);Manhã;2
FiberTech;Suporte Wi-Fi;Campinas;20269428404;18/02/2026 21:19:03;Pendente;18/02/2026 21:50:03;Maria Oliveira;OLT-NOKIA-7;Campinas;Suporte Wi-Fi;Chuva Forte/Segurança;Manhã;0
Conecta+;Reparo de Fibra;Valinhos;20262317228;17/02/2026 02:19:03;Pendente;18/02/2026 02:19:03;Kevyn Ferrezin;OLT-HUAWEI-5;Valinhos;Reparo de Fibra;Cliente Ausente;Tarde;1
